SiteName,MonitorDate,Concentration,ItemUnit
基隆,2018-10-05,14,μg/m3
馬公,2018-10-02,17,μg/m3
金門,2018-10-02,23,μg/m3
馬祖,2018-10-02,16,μg/m3
宜蘭,2018-10-02,14,μg/m3
陽明,2018-10-02,9,μg/m3
花蓮,2018-10-02,15,μg/m3
臺東,2018-10-02,17,μg/m3
恆春,2018-10-02,18,μg/m3
屏東,2018-10-02,23,μg/m3
前金,2018-10-02,27,μg/m3
林園,2018-10-02,23,μg/m3
美濃,2018-10-02,25,μg/m3
臺南,2018-10-02,26,μg/m3
新營,2018-10-02,30,μg/m3
嘉義,2018-10-02,30,μg/m3
朴子,2018-10-02,29,μg/m3
斗六,2018-10-02,29,μg/m3
南投,2018-10-02,24,μg/m3
彰化,2018-10-02,20,μg/m3
忠明,2018-10-02,18,μg/m3
豐原,2018-10-02,17,μg/m3
三義,2018-10-02,15,μg/m3
苗栗,2018-10-02,15,μg/m3
新竹,2018-10-02,13,μg/m3
竹東,2018-10-02,13,μg/m3
平鎮,2018-10-02,14,μg/m3
桃園,2018-10-02,13,μg/m3
萬華,2018-10-02,13,μg/m3
士林,2018-10-02,11,μg/m3
板橋,2018-10-02,14,μg/m3
汐止,2018-10-02,12,μg/m3
基隆,2018-10-02,10,μg/m3
馬公,2018-09-29,15,μg/m3
金門,2018-09-29,22,μg/m3
馬祖,2018-09-29,21,μg/m3
宜蘭,2018-09-29,9,μg/m3
陽明,2018-09-29,7,μg/m3
花蓮,2018-09-29,12,μg/m3
臺東,2018-09-29,13,μg/m3
恆春,2018-09-29,16,μg/m3
屏東,2018-09-29,14,μg/m3
前金,2018-09-29,16,μg/m3
林園,2018-09-29,18,μg/m3
美濃,2018-09-29,14,μg/m3
臺南,2018-09-29,17,μg/m3
新營,2018-09-29,16,μg/m3
嘉義,2018-09-29,15,μg/m3
朴子,2018-09-29,17,μg/m3
斗六,2018-09-29,14,μg/m3
南投,2018-09-29,13,μg/m3
彰化,2018-09-29,13,μg/m3
忠明,2018-09-29,12,μg/m3
豐原,2018-09-29,11,μg/m3
三義,2018-09-29,11,μg/m3
苗栗,2018-09-29,12,μg/m3
新竹,2018-09-29,13,μg/m3
竹東,2018-09-29,11,μg/m3
平鎮,2018-09-29,14,μg/m3
桃園,2018-09-29,15,μg/m3
萬華,2018-09-29,15,μg/m3
士林,2018-09-29,13,μg/m3
板橋,2018-09-29,16,μg/m3
汐止,2018-09-29,16,μg/m3
基隆,2018-09-29,15,μg/m3
馬公,2018-09-26,15,μg/m3
金門,2018-09-26,17,μg/m3
馬祖,2018-09-26,12,μg/m3
宜蘭,2018-09-26,10,μg/m3
陽明,2018-09-26,4,μg/m3
花蓮,2018-09-26,11,μg/m3
臺東,2018-09-26,13,μg/m3
恆春,2018-09-26,13,μg/m3
屏東,2018-09-26,20,μg/m3
前金,2018-09-26,21,μg/m3
林園,2018-09-26,18,μg/m3
美濃,2018-09-26,17,μg/m3
臺南,2018-09-26,18,μg/m3
新營,2018-09-26,17,μg/m3
嘉義,2018-09-26,18,μg/m3
朴子,2018-09-26,17,μg/m3
斗六,2018-09-26,18,μg/m3
南投,2018-09-26,16,μg/m3
彰化,2018-09-26,16,μg/m3
忠明,2018-09-26,15,μg/m3
豐原,2018-09-26,12,μg/m3
三義,2018-09-26,13,μg/m3
苗栗,2018-09-26,16,μg/m3
新竹,2018-09-26,16,μg/m3
竹東,2018-09-26,,μg/m3
平鎮,2018-09-26,15,μg/m3
桃園,2018-09-26,14,μg/m3
萬華,2018-09-26,17,μg/m3
士林,2018-09-26,14,μg/m3
板橋,2018-09-26,15,μg/m3
汐止,2018-09-26,14,μg/m3
基隆,2018-09-26,14,μg/m3
馬公,2018-09-23,16,μg/m3
金門,2018-09-23,23,μg/m3
馬祖,2018-09-23,,μg/m3
宜蘭,2018-09-23,5,μg/m3
陽明,2018-09-23,5,μg/m3
花蓮,2018-09-23,6,μg/m3
臺東,2018-09-23,5,μg/m3
恆春,2018-09-23,8,μg/m3
屏東,2018-09-23,21,μg/m3
前金,2018-09-23,24,μg/m3
林園,2018-09-23,22,μg/m3
美濃,2018-09-23,17,μg/m3
臺南,2018-09-23,21,μg/m3
新營,2018-09-23,22,μg/m3
嘉義,2018-09-23,20,μg/m3
朴子,2018-09-23,22,μg/m3
斗六,2018-09-23,22,μg/m3
南投,2018-09-23,24,μg/m3
彰化,2018-09-23,26,μg/m3
忠明,2018-09-23,22,μg/m3
豐原,2018-09-23,24,μg/m3
三義,2018-09-23,18,μg/m3
苗栗,2018-09-23,17,μg/m3
新竹,2018-09-23,19,μg/m3
竹東,2018-09-23,17,μg/m3
平鎮,2018-09-23,16,μg/m3
桃園,2018-09-23,13,μg/m3
萬華,2018-09-23,10,μg/m3
士林,2018-09-23,9,μg/m3
板橋,2018-09-23,11,μg/m3
汐止,2018-09-23,11,μg/m3
基隆,2018-09-23,12,μg/m3
馬公,2018-09-20,16,μg/m3
金門,2018-09-20,17,μg/m3
馬祖,2018-09-20,10,μg/m3
宜蘭,2018-09-20,9,μg/m3
陽明,2018-09-20,24,μg/m3
花蓮,2018-09-20,6,μg/m3
臺東,2018-09-20,5,μg/m3
恆春,2018-09-20,4,μg/m3
屏東,2018-09-20,16,μg/m3
前金,2018-09-20,13,μg/m3
林園,2018-09-20,15,μg/m3
美濃,2018-09-20,13,μg/m3
臺南,2018-09-20,12,μg/m3
新營,2018-09-20,16,μg/m3
嘉義,2018-09-20,15,μg/m3
朴子,2018-09-20,19,μg/m3
斗六,2018-09-20,22,μg/m3
南投,2018-09-20,24,μg/m3
彰化,2018-09-20,27,μg/m3
忠明,2018-09-20,25,μg/m3
豐原,2018-09-20,29,μg/m3
三義,2018-09-20,28,μg/m3
苗栗,2018-09-20,27,μg/m3
新竹,2018-09-20,28,μg/m3
竹東,2018-09-20,26,μg/m3
平鎮,2018-09-20,30,μg/m3
桃園,2018-09-20,30,μg/m3
萬華,2018-09-20,21,μg/m3
士林,2018-09-20,25,μg/m3
板橋,2018-09-20,23,μg/m3
汐止,2018-09-20,21,μg/m3
基隆,2018-09-20,13,μg/m3
馬公,2018-09-17,19,μg/m3
金門,2018-09-17,22,μg/m3
馬祖,2018-09-17,13,μg/m3
宜蘭,2018-09-17,10,μg/m3
陽明,2018-09-17,9,μg/m3
花蓮,2018-09-17,7,μg/m3
臺東,2018-09-17,8,μg/m3
恆春,2018-09-17,9,μg/m3
屏東,2018-09-17,12,μg/m3
前金,2018-09-17,15,μg/m3
林園,2018-09-17,15,μg/m3
美濃,2018-09-17,11,μg/m3
臺南,2018-09-17,15,μg/m3
新營,2018-09-17,20,μg/m3
嘉義,2018-09-17,15,μg/m3
朴子,2018-09-17,19,μg/m3
斗六,2018-09-17,14,μg/m3
南投,2018-09-17,16,μg/m3
彰化,2018-09-17,19,μg/m3
忠明,2018-09-17,17,μg/m3
豐原,2018-09-17,17,μg/m3
三義,2018-09-17,15,μg/m3
苗栗,2018-09-17,18,μg/m3
新竹,2018-09-17,22,μg/m3
竹東,2018-09-17,17,μg/m3
平鎮,2018-09-17,24,μg/m3
桃園,2018-09-17,23,μg/m3
萬華,2018-09-17,11,μg/m3
士林,2018-09-17,12,μg/m3
板橋,2018-09-17,13,μg/m3
汐止,2018-09-17,9,μg/m3
基隆,2018-09-17,7,μg/m3
馬公,2018-09-14,9,μg/m3
金門,2018-09-14,10,μg/m3
馬祖,2018-09-14,12,μg/m3
宜蘭,2018-09-14,6,μg/m3
陽明,2018-09-14,3,μg/m3
花蓮,2018-09-14,5,μg/m3
臺東,2018-09-14,7,μg/m3
恆春,2018-09-14,5,μg/m3
屏東,2018-09-14,22,μg/m3
前金,2018-09-14,17,μg/m3
林園,2018-09-14,19,μg/m3
美濃,2018-09-14,22,μg/m3
臺南,2018-09-14,20,μg/m3
新營,2018-09-14,22,μg/m3
嘉義,2018-09-14,25,μg/m3
朴子,2018-09-14,17,μg/m3
斗六,2018-09-14,31,μg/m3
南投,2018-09-14,32,μg/m3
彰化,2018-09-14,27,μg/m3
忠明,2018-09-14,27,μg/m3
豐原,2018-09-14,28,μg/m3
三義,2018-09-14,20,μg/m3
苗栗,2018-09-14,15,μg/m3
新竹,2018-09-14,6,μg/m3
竹東,2018-09-14,7,μg/m3
平鎮,2018-09-14,5,μg/m3
桃園,2018-09-14,5,μg/m3
萬華,2018-09-14,5,μg/m3
士林,2018-09-14,6,μg/m3
板橋,2018-09-14,5,μg/m3
汐止,2018-09-14,5,μg/m3
基隆,2018-09-14,5,μg/m3
馬公,2018-09-11,14,μg/m3
金門,2018-09-11,14,μg/m3
馬祖,2018-09-11,8,μg/m3
宜蘭,2018-09-11,4,μg/m3
陽明,2018-09-11,3,μg/m3
花蓮,2018-09-11,4,μg/m3
臺東,2018-09-11,3,μg/m3
恆春,2018-09-11,3,μg/m3
屏東,2018-09-11,15,μg/m3
前金,2018-09-11,9,μg/m3
林園,2018-09-11,10,μg/m3
美濃,2018-09-11,12,μg/m3
臺南,2018-09-11,12,μg/m3
新營,2018-09-11,14,μg/m3
嘉義,2018-09-11,15,μg/m3
朴子,2018-09-11,15,μg/m3
斗六,2018-09-11,18,μg/m3
南投,2018-09-11,17,μg/m3
彰化,2018-09-11,18,μg/m3
忠明,2018-09-11,16,μg/m3
豐原,2018-09-11,17,μg/m3
三義,2018-09-11,16,μg/m3
苗栗,2018-09-11,12,μg/m3
新竹,2018-09-11,18,μg/m3
竹東,2018-09-11,17,μg/m3
平鎮,2018-09-11,14,μg/m3
桃園,2018-09-11,10,μg/m3
萬華,2018-09-11,5,μg/m3
士林,2018-09-11,4,μg/m3
板橋,2018-09-11,6,μg/m3
汐止,2018-09-11,3,μg/m3
基隆,2018-09-11,5,μg/m3
馬公,2018-09-08,11,μg/m3
金門,2018-09-08,16,μg/m3
馬祖,2018-09-08,12,μg/m3
宜蘭,2018-09-08,11,μg/m3
陽明,2018-09-08,6,μg/m3
花蓮,2018-09-08,7,μg/m3
臺東,2018-09-08,7,μg/m3
恆春,2018-09-08,3,μg/m3
